reviews.rating,reviews.text,,,,,,,,,,,,,,,,,,,
5,Simple and easy to use!! The wife takes it everywhere!,,,,,,,,,,,,,,,,,,,
5,Easy to use! Just plug in and search for your favorite movies and TV shows.,,,,,,,,,,,,,,,,,,,
5,"I love my new Fire HD! I had one of the first generation Kindle Fire, and loved it, love this one even more!!!",,,,,,,,,,,,,,,,,,,
3,I didn't do any in depth research on this particular tablet. The price and speed were good for what I wanted it for. My only con is not being able to clear the home screen of apps or relocate them so I can see my personal home screen picture.,,,,,,,,,,,,,,,,,,,
5,I gave it as a gift to a friend who is a senior citizen who had an Amazon Paperwhite. I thought this would be a lovely upgrade for her and it has been. She loves it!!,,,,,,,,,,,,,,,,,,,
5,Great device very functional love it will recommend,,,,,,,,,,,,,,,,,,,
5,Bought this for my Father-In-Law for Christmas and he loves it. Easy to use and has already bought 5 books for it!,,,,,,,,,,,,,,,,,,,
5,Can't say enough good about it. My 10 year old loves it.,,,,,,,,,,,,,,,,,,,
5,"Enjoy the Kindle, fun games, can access the Internet, read books, etc.",,,,,,,,,,,,,,,,,,,
4,The tablet works just great and the price can't be beat!,,,,,,,,,,,,,,,,,,,
4,We did get this when it was in sale for about 50$ and for that this is an incredible value tablet perfect for anyone who wants a screen without paying premium prices. Build quality is fine and screen isn't the best but definitely usable.,,,,,,,,,,,,,,,,,,,
4,It's not a regular tablet but I just use it to use Facebook,,,,,,,,,,,,,,,,,,,
4,The screen is clear and tablet is faster than i expected. Great colors also!,,,,,,,,,,,,,,,,,,,
4,Not the most powerful tablet but is flawless when utilizing the Amazon programs,,,,,,,,,,,,,,,,,,,
5,"Bought this for my elderly mother who was wanting the ability to read and/or listen to books. After a slow start getting her going (she is not tech savvy) she is really enjoying the versatility of this tablet. Although it does not have cellular data ability, which she had no use for, it gives her the flexibility to connect to wireless networks when she makes her weekly casino visits.",,,,,,,,,,,,,,,,,,,
3,"For the price it can't be beat. That being said I had to return mine after a week. I just couldn't get over the low resolution screen. It works well for movies and the Web, but I needed it to also show off my photos to others.",,,,,,,,,,,,,,,,,,,
4,This was a gift to a friend. So far she loves it..,,,,,,,,,,,,,,,,,,,
5,Books and magazines are easy to access and read!!!,,,,,,,,,,,,,,,,,,,
4,Bought this for my 8 year old in place of a Nabi that didn't work out of the package. Great basic tablet for this.,,,,,,,,,,,,,,,,,,,
4,"As I reviewed different tablets, this tablet kept coming back as my best option for the items I was looking for. It IS a great tablet, but there are a few things I don't really like about it. I didn't realize that Amazon has it's OWN browser SILK. Everything even your banking info goes through Amazon. Not sure I like that. Also, items don't automatically close out when you leave a page and I have to frequently hit the button on the bottom and close out multiple items. It might just be that I am not THAT computer savoy, though I do know how to navigate my way around. Sometimes the touch feature just seems to freeze and won't recognize that I am attempting 'touch'. Lastly, the on/off button is right where you hold the tablet on the side, so I am often 'accidently' shutting it down. Most annoying! Overall, I am happy with my purchase and for the price I like it. Just wanted to point out the other items.",,,,,,,,,,,,,,,,,,,
5,serves all my needs in a economy tablet and I would reccomend it to all.,,,,,,,,,,,,,,,,,,,
5,Good product with best price available in the market place,,,,,,,,,,,,,,,,,,,
5,Tablet is a great tool to use the world wide web and check email.,,,,,,,,,,,,,,,,,,,
4,"works great, wife loves it. Always happy with the kindle",,,,,,,,,,,,,,,,,,,
4,Has a few quirks that are disconcerting bur overall a great product.,,,,,,,,,,,,,,,,,,,
4,Only a few quirks when it comes to this Kindle. Better quality sound and display.,,,,,,,,,,,,,,,,,,,
5,Great tablet. Picture is super sharp and so easy to read.,,,,,,,,,,,,,,,,,,,
4,I picked this tablet up for a 5 year old grandchild as a way to learn how to use a tablet works fine .,,,,,,,,,,,,,,,,,,,
4,"We previously bought a 7 inch, 8 GB Kindle for my son which he used a lot. Eventually though he dropped it and it no longer worked. This past Christmas we purchased the Amazon Fire HD8, 16 GB.This model was an improvement over the previous one. With twice the internal storage, my son wasn't always coming to me to delete games because he ran out of storage. Another great feature is the external SD card slot. We bought a 32 GB card and he's not had to delete anything.The quad-core processor is a big improvement over the previous gen model. Apps and games load quickly with not lag in running them. There also seemed to be an improvement in the battery life so it doesn't have to be charging all the time or plugged in the the power cord.This is a great purchase for any child!",,,,,,,,,,,,,,,,,,,
4,Excellent product.Relable.Maximum speed.Fast downloading,,,,,,,,,,,,,,,,,,,
5,Love this tablet. It's big enough so I can see. It works with my prime so I can watch movies or stream music.,,,,,,,,,,,,,,,,,,,
5,I purchased a Kindle a few years ago and Have loved the flexibility it give me. I can browse the internet without moving to my desk to get on my personal computer. I love the fact that I can continue to read my books while I travel. Doctor Office Visits seem to just roll by more calmly now because I can ignore the office chatter and the TV selections I rather not watch. I encouraged others to make the purchase and several have done just that. This is my second purchase. Love It!,,,,,,,,,,,,,,,,,,,
5,I purchased this for my mother and she has been going on about how wonderful the Amazon fire is. It's the perfect size easy to use and she can even do her banking on it which she loves. I would definitely recommend the Amazon fire thank you,,,,,,,,,,,,,,,,,,,
5,"This is my second kindle. I love using them for reading, web searching, etc. I download some of my favorite knitting patterns, so when on the road I have something to work with.I love love love this kindle. Bigger screen, slimmer and lighter.",,,,,,,,,,,,,,,,,,,
5,"Great tablet just what my wife wanted, loves the wifi, much better than her old one.",,,,,,,,,,,,,,,,,,,
5,Was a gift and they love the tablet! Its a great price and works awesome!,,,,,,,,,,,,,,,,,,,
5,The amazon fire tablet 2016 is quite good. It provides sufficient content & ability to do all of the basics one requires in a tablet. The 8 inch screen is bright and provides various settings. The tablet's light weight makes it very portable.,,,,,,,,,,,,,,,,,,,
5,Need to buy a tablet for my Mother as a Christmas gift. Functionality is great and she uses it for all her online needs,,,,,,,,,,,,,,,,,,,
5,The Fire HD 8 is the perfect size EReader. Big enough to see the text but small enough to hold comfortably.,,,,,,,,,,,,,,,,,,,
5,"I bought this Amazon Fire HD8 as a Christmas present for my wife. It is the second tablet I have given to her over the past 5 years. She LOVES it! It goes wherever she goes. The Fire is more than portable and so easy to use. As the saying goes: ""A Happy Wife Means A Happy Life"". I wouldn't hesitate to recommend the Fire to anyone!",,,,,,,,,,,,,,,,,,,
5,Gave this to my daughter for Christmas. She loves it. Uses it every day. Good buy!,,,,,,,,,,,,,,,,,,,
4,"I use it mainly for reading e-books and browsing. However, I wished there were more apps available. Also, before unlocking the tablet, ads are shown in the lockscreen. If the tab is locked, it stops streaming the ads. You can pay $15 to disable the ads permanently. I only recommend this for basic use. If you want to use it for games or other apps, I would recommend a stronger tablet like the ipad or samsung galaxy.",,,,,,,,,,,,,,,,,,,
5,"This is my second Kindle Fire, and the only reason is because I upgraded. They're a great little tablet. Very versatile and fast loading times. Definitely recommend.",,,,,,,,,,,,,,,,,,,
5,Good quality android tablet. also makes a very nice gift.,,,,,,,,,,,,,,,,,,,
4,I purchased this for my 12 year old and it was at a great price point. I like the parental controls feature with the multiple profiles. This allows me to control what she has access to which is a plus for me.,,,,,,,,,,,,,,,,,,,
4,Thanks perfect for my little kids they love this tablet good quality and fast enough for them,,,,,,,,,,,,,,,,,,,
5,"Can't say enough about the Kindle Fire. It literally is fiiiiiiyah... fast, easy to use, and an all-around perfect tablet. Recommend keeping an eye out for special pricing at holidays to save some cheddar, but otherwise I'd say pick this little black rectangle of portable interwebz awesomeness up the first chance you get.",,,,,,,,,,,,,,,,,,,
5,"The best product for the money. East to use, great color, great features. easy to set up and battery life is great.",,,,,,,,,,,,,,,,,,,
4,This was a gift for a family member they really enjoy all the options of getting books,,,,,,,,,,,,,,,,,,,
5,"I bought this one for 40$ during the black Friday sale, as a gift to my cousin. He was flattered by the performance, even I didn't expect it to be this good! It works flawlessly with the usual games and apps, what you are going to miss the most is YouTube, amazon's app store does not have youtube. Other than that it meets all my requirements for daily use.",,,,,,,,,,,,,,,,,,,
5,Best B It is helping them to learn to read and follow directions .Best Buy had the products and provided great customer service. Grandsons are enjoying product use.,,,,,,,,,,,,,,,,,,,
5,This tablet exceeds its reviews. its easy to use and the screen is great.,,,,,,,,,,,,,,,,,,,
5,"My husband and I purchased the new Amazon Kindle Fire HD 8 tablets for our 16 yr old son and 12 yr old daughter for Christmas. I have an older version 7 in myself so I already knew we were buying a durable tablet. The new ones are awesome and they had them in colors so very easy to distinguish who's is whom We purchased during Black Friday and got them for $30 off, which was an amazing discount and made me love it even more. We had shopped around many places prior to and. They are light weight and the screen is plenty big enough for them to watch movies, play games, do homework and video calls friends and family out of town. They seem to have plenty of space and nice to know that we can add memory if we need to.The tablets hold up to the everyday life of the kids accidental drops kicks and their 3 yr old sister lol. Would definitely recommend this product to anyone who is in the market for a new tablet for themselves or children. Will buy again in the future if these ever quick working.",,,,,,,,,,,,,,,,,,,
5,"Bought it for my little grandson he likes games, he can play with it where ever there is wifi.",,,,,,,,,,,,,,,,,,,
4,"the tablet was on sale for a good price, and they had enough in stock for the CHRISTMAS season> grand children were thrilled.",,,,,,,,,,,,,,,,,,,
5,"Good tablet and a great price. I use it for reading, Netflix and email.",,,,,,,,,,,,,,,,,,,
4,"good for beginners play games ,take picture and recording videos old the time",,,,,,,,,,,,,,,,,,,
5,Won the kindle fire 6 last xmas2015 at work raffle. Gladly got this kindle fire 8 for a bigger screen and better battery life. Love it.,,,,,,,,,,,,,,,,,,,
5,One of the best inexpensive tablets on the market. Great for the casual user,,,,,,,,,,,,,,,,,,,
5,"Loving this tablet, 5 stars in my opinion, definitely worth it. Easy and fun to use. Also, a perfect size even for a man's hand.",,,,,,,,,,,,,,,,,,,
5,Bought as a gift and they love it! Great for the price.,,,,,,,,,,,,,,,,,,,
4,"I went in to buy my 88 year old Dad an Amazon Fire book reader....The customer service from the begining was great!. An Associate immediately approached me, showed me several models, with explaining them all. After picking one. I was then told of the ""free shipping"" of which i did utilize. My dad received within a couple of days , on his birthday, and was able to go to his local Best Buy, and have an Assocate show/explain how to use. He was sooo excited and pleased with the item and service....and so am I. Also, the price was right tooo!",,,,,,,,,,,,,,,,,,,
5,This is a great reading product. Love the light adjustment in low light areas. I can adjust the font sizes for my reading comfort and I can do other things like download apps or watch movies!,,,,,,,,,,,,,,,,,,,
5,i really loved my 7in. but i love 8.5 in. a whole lot.!!!!!!!!!!!!!thanks guys!!!,,,,,,,,,,,,,,,,,,,
4,"I bought this 8"" Amazon Fire HD for my Wife as a Christmas Present. Her old 7"" Amazon Fire that she had for about 3-4 Years. She is very happy with the 8"" Amazon Fire HD. Can't beat the price for a Tablet.",,,,,,,,,,,,,,,,,,,
4,"My son loves it, he can watch videos, read books and play games.",,,,,,,,,,,,,,,,,,,
4,"Excellent and inexpensive. ITunes store and Google Play store have more apps to choose from, but this is still a very useful tablet. Expandable SD micro memory a definite +.",,,,,,,,,,,,,,,,,,,
5,"Have not had time to REALLY use it, but hope to download books and games.",,,,,,,,,,,,,,,,,,,
5,"This is a great, easy to use tablet for the price.",,,,,,,,,,,,,,,,,,,
5,It's a 16 GB mini-computer and camera perfect for trips.,,,,,,,,,,,,,,,,,,,
4,enjoying reading via the device; lots of options is also a plus; a little heavy to hold when reclining,,,,,,,,,,,,,,,,,,,
5,"Needed a present for mom, at first she didn't use it much cause she had to set it up but now it's great and she loves it.",,,,,,,,,,,,,,,,,,,
5,Bought this for my 83-year old Mother. She loves it!,,,,,,,,,,,,,,,,,,,
5,We bought it two days before it went on sale for Christmas and Best Buy was excellent with price matching,,,,,,,,,,,,,,,,,,,
5,asesome!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,,,,,,,,,,,,,,,,,,
5,performs as designed got it on sale for 79 dollars,,,,,,,,,,,,,,,,,,,
5,"Is great for my son 8 years old, they help with homework",,,,,,,,,,,,,,,,,,,
5,"We own an ipad,samsug tablets and we have both love are fire8's wave better.",,,,,,,,,,,,,,,,,,,
5,This tablet was affordable and it's pretty decent.,,,,,,,,,,,,,,,,,,,
4,"Bought this for my dad, he is 87. Very easy to use and setup. He loves it and uses it 3/4 hours a day",,,,,,,,,,,,,,,,,,,
5,"At first was going to get a iPad but I decided to get this instead way cheaper then a iPad and just as good, love it..",,,,,,,,,,,,,,,,,,,
5,Couldn't recommend this more for kids. Price and features are awesome along with parental controls.,,,,,,,,,,,,,,,,,,,
4,The functionality is great although I wish it came in more colors.,,,,,,,,,,,,,,,,,,,
5,I didn't actually use as I bought for a gift. My grandson already had one so we returned for a pair if 3-d goggles.,,,,,,,,,,,,,,,,,,,
5,"use as a reader and music, games watches movies i good all round tablet",,,,,,,,,,,,,,,,,,,
5,"Just thought we were purchasing a capability to download and read books, magazines, etc. But, for such a low price was surprised at the total capabilities available.",,,,,,,,,,,,,,,,,,,
5,"I GOT THE FIRE HD SO MY KIDS COULD READ BOOKS , PLAY GAMES AND WATCH THEIR SHOWS . WITHOUT SPENDING AN ARM AND A LEG FOR THE TABLET. I THINK THIS IS A GOOD TABLE FOR KIDS / YOUNG TEENS WHO WANT TO HAVE A TABLET BUT NOT BREAK THE BANK.",,,,,,,,,,,,,,,,,,,
5,We bought one for my wife and my mother-in-law and they both love it. Very easy to use.,,,,,,,,,,,,,,,,,,,
5,My kids love it. Battery life is longer than others.,,,,,,,,,,,,,,,,,,,
5,"This was a gift for my mother who is 99 years. She used to love puzzles, but with arthritis and failing eyesight she couldn't do them. The puzzle app is good because she can see it and use finger to slide pieces. She can keep up with family on Facebook",,,,,,,,,,,,,,,,,,,
5,Very decent tablet. I was skeptical at first but it's performance surprised me. Battery lasts a decent amount of time and connects beautifully into the Amazon ecosystem I already am in. Would recommend to anyone who likes to watch videos/browse the web on the go or for children.,,,,,,,,,,,,,,,,,,,
4,"I purchased this for traveling. I can access my e-mail, books and games without lugging my laptop. I'm sure I will learn more as needed.",,,,,,,,,,,,,,,,,,,
5,Best buy was very helpful & the tablet is good for reading books & basic serfing,,,,,,,,,,,,,,,,,,,
5,"This is a perfect size and weight. Everything is very clear, sharp and large enough to be comfortably readable.",,,,,,,,,,,,,,,,,,,
5,Word has it that relationships are interrupted by electronic devices. Well my girl takes her reader everywhere we go. She used to tell me I talk to much. Now I can hardly get a word in edgewise!,,,,,,,,,,,,,,,,,,,
5,This is smaller and lighter than my previous fire and works even better,,,,,,,,,,,,,,,,,,,
5,"It's not a $400.00 tablet so what can you expect, except that it does what it's suppose to. It's faster than I thought it would be so thats killer.",,,,,,,,,,,,,,,,,,,
4,So far I love this tablet especially for reading. The battery life has also been good,,,,,,,,,,,,,,,,,,,
5,Everything I expected with none of the drawbacks I have found in other tablets,,,,,,,,,,,,,,,,,,,
4,Works well. Probably best android tablet you can get for the money.,,,,,,,,,,,,,,,,,,,
5,Great tablet. No problems at all. Excellent Price.,,,,,,,,,,,,,,,,,,,
5,the only downside of it is that you can't have google playstore on this tablet but you can still install it manually since they both based on android os,,,,,,,,,,,,,,,,,,,
4,I bought it for my mom after moving her into an assisted living place. . I was able to use it a little to show mom I was very happy with it. Seems fast and easy to use.i like it better than my phone . :) Didn't get a chance to see how camera was yet.,,,,,,,,,,,,,,,,,,,
4,I love everything about my new kindle except for the fact that the charging cord is already loose.,,,,,,,,,,,,,,,,,,,
5,Great for those who love to read this tablet is always ready for on the go trips,,,,,,,,,,,,,,,,,,,
3,Bought the fire for my mother who is 72 to learn how to use a computer the price was right and she can use it to search the web,,,,,,,,,,,,,,,,,,,
5,"I only have an older ipad to compare this to, but there is literally no comparison. The Fire 8"" tablet is lightweight, connects ultra fast to wifi, has an easy-to-follow automatic set up, and comes with tons of features that I'm only beginning to explore. I wasn't expecting this at all! I'm a total convert especially because the price is so reasonable, too.",,,,,,,,,,,,,,,,,,,
4,This is a great Tablet. Love the features and resolution,,,,,,,,,,,,,,,,,,,
5,Super fast. Lots of storage. Great tablet for anyone.,,,,,,,,,,,,,,,,,,,
5,bought as a gift for Christmas. they love it!!!!!!,,,,,,,,,,,,,,,,,,,
5,"This is an upgrade tablet from my first Kindle Fire that I purchased 5 years ago. Love the larger screen the quick processing and downloads, the great HD visuals, and most importantly all of my previous pictures and music files were easily transferred/accessed by this new device. Love that this Fire has a front and rear camer too, my old Fire only had a front facing camera. Granted this is not an iPad, but I don't want or need all an iPad does. And I definitely don't want to spend hundreds of dollars on a device just because it is cool. My Fire tablet does everything I need or want and it costed under $99.00. I am one satisfied and pleased customer.",,,,,,,,,,,,,,,,,,,
5,very easy to use I live my fire the best purchase I have made in months,,,,,,,,,,,,,,,,,,,
4,"The only reason why I have not given a 5 star review is because sometimes, the unit freezes out of nowhere after I will be reading news articles or after watching Prime/Netflix",,,,,,,,,,,,,,,,,,,
4,Gift for Mom. This is her first tablet. She is having no issues so far.,,,,,,,,,,,,,,,,,,,
4,"Great value for the price. Easy to navigate and has good picture quality. I bought it to watch Netflix, browse internet, read books on Kindle, and watch YouTube.",,,,,,,,,,,,,,,,,,,
4,Very nice tablet for low price. The shell feels a little on the cheap side but added a cover (Fintie) & feels much more sturdy. Great for reading or watching netflix or amazon video.,,,,,,,,,,,,,,,,,,,
5,"Purchased this to get a lighter tablet. Also to update our my old tablet which had a replaceable battery. This is all around lighter ,thinner and easier to handle. HD is a good upgrade and can't beat the price for comparable tablets with same features. my wife reads on it daily and loves it. I am probably going to search for another one.We have the 8"" and I would like to try a 7"" if it were available.I like to try different size devices to see how I adjust same way with todays phones.",,,,,,,,,,,,,,,,,,,
4,I'd recommend this highlyGreat buy for the priceGood graphics and easy to use.,,,,,,,,,,,,,,,,,,,
4,Good product bought it as a Christmas gift. I will be purchasing another one soon.,,,,,,,,,,,,,,,,,,,
4,Wanted one that played bejeweled blitz. This one does not.,,,,,,,,,,,,,,,,,,,
4,A gift to my 3 year old grandson. Great graphics and sound.,,,,,,,,,,,,,,,,,,,
5,The size of the Fire tablet gives you the feel of having a book in your hands while reading a book. Because of the size and lightweight it's easy to transport and fits easily in my purse. I'm enjoying my Fire tablet which was a gift.,,,,,,,,,,,,,,,,,,,
5,The tablet is Excellent! Very fast and well worth the money! The display is great!,,,,,,,,,,,,,,,,,,,
5,I got this for my kid as a gift so he could read books easier and it has helped a ton!,,,,,,,,,,,,,,,,,,,
5,"I got an 8"" windows tablet for my father in law and we quickly realized that windows is not a good choice for someone that is not already comfortable with all the windows features that are not tablet friendly. This tablet on the other hand, had a very easy learning curve and my father in law became comfortable with all the features in a couple of hours. I would definitely recommend it as a gift.",,,,,,,,,,,,,,,,,,,
5,"The 8 inch Amazon Fire 6th edition is by the far the best tablet in the Amazon market. The 7-inch is a nice size, but the 8-inch has better screen resolution and longer battery life. If you are an Amazon Prime member, this is a must have tablet. Also, the Amazon magnetic case does a great job in protection and sleek-ness.",,,,,,,,,,,,,,,,,,,
4,I bought four of these for my kids and they love them,,,,,,,,,,,,,,,,,,,
5,Great tablet for my childthis tablet was just everything that I need it for my child,,,,,,,,,,,,,,,,,,,
5,Very easy to use and small enough to travel with. I slide it right into my bag.,,,,,,,,,,,,,,,,,,,
5,I would recommend this ereader above all others for its high quality and diversity. Not only as an ereader but as a web browser.,,,,,,,,,,,,,,,,,,,
4,I got my father a Amazon Fire he's never used a tablet let alone a computer. So it was a challenge. He did pretty good but ha's a hard time seeing the screen.,,,,,,,,,,,,,,,,,,,
5,I love my new Kindle Fire even more than my old one which I lost.,,,,,,,,,,,,,,,,,,,
4,Very good buy. I am enjoying my new tablet. Great buy!,,,,,,,,,,,,,,,,,,,
4,"Learning all the aps that are on the Kindle, the games and all the free books.",,,,,,,,,,,,,,,,,,,
5,"Perfect for a kid and it was cheap! My son has broke a lot of tablets, this one seems durable.",,,,,,,,,,,,,,,,,,,
5,I travel a lot and this is perfect for watching movies or reading on the flights,,,,,,,,,,,,,,,,,,,
5,The Kindle is great! It's easy to set up and I've found all the books that I wanted.,,,,,,,,,,,,,,,,,,,
4,"I got this on an impulse buy, mostly for my 16+ hour flight, but also just in general. Was in line buying something when I saw this at an unbelievable price! So I bought it and have no regrets! For the price ($69.99) it's a great tablet, though you can only get apps through the amazon app store not the Android app store, which limits you. But that's alright, as I mostly got it for watching videos and movies and that sort of stuff. And occasionally some games!",,,,,,,,,,,,,,,,,,,
5,"Great tab and the price cannot be beat, Only gripe is the fire os. Oh well",,,,,,,,,,,,,,,,,,,
5,This tablet is great for the price. It has good connection to wi if. The kindle store is a breeze. The picture quality is good. And seems to be the perfect size. A nice alternative compared to The more expensive tablet. And much better quality then the less expensive tablets I would recommend,,,,,,,,,,,,,,,,,,,
5,I bought two Kindle Fires for my 4 year old twin grandsons this past Christmas. We downloaded lots of educational programs for them and they absolutely love it! No need to buy them an IPAD which was far more costly!,,,,,,,,,,,,,,,,,,,
3,"I have had every version of the Kindle since the week it was introduced and jumped at the chance for a Kindle Fire. I replaced the first one I had in 2014 and it was everything I wanted except this past summer it started overheating and got nonresponsive in the midday heat. So...I got this one. First of all I miss Swype. WHY get rid of it? Secondly I cannot put two of my favorite apps (which work on my old one) to work on this but lastly and most importantly: every once in awhile the screen freezes with a bunch of code ""shimmering"" in the background and only turning it off and/or leaving it for awhile brings it back to life AND it turns itself off. It seems to happen when I close a program and move to a new one. Aggravating and not what I expect from a product with which I have been happy in the past.",,,,,,,,,,,,,,,,,,,
5,My granddaughter love this fire for al her games. We also downloaded a music app for her and she is so happy with this. So many things she will learn how to do on this tablet.,,,,,,,,,,,,,,,,,,,
5,"Bought a Kindle Fire for my wife several years ago, our son is now 9 and he had kind of taken over the tablet from my wife. So we decided he was responsible enough and bought this for him for Christmas. I cannot believe the improvement over the previous Kindle Fire we own. The screen is more clear and bright and even seems more detailed, apps load faster, it connects to the internet faster. For the $89.99 they currently sell for I would say it is an excellent value. If you can wait, we paid less at Christmas so a lower price could be seen again.",,,,,,,,,,,,,,,,,,,
4,We've had three of these Kindles. They are well built and you can't get the quality in a tablet from any other manufacturer. Amazon has great support with them.,,,,,,,,,,,,,,,,,,,
5,This was a great purchase! Love the fact I can download TV or movies and watch off-line. Easy set up.,,,,,,,,,,,,,,,,,,,
4,I bought this for my wife she loves how easy it is to use and small enough to take on trips.,,,,,,,,,,,,,,,,,,,
5,"I bought the first edition kindle fire years ago. My kids loved it so much that I bought this product to replace the old one. They love this one even more. Larger screen and more memory, you can't go wrong!",,,,,,,,,,,,,,,,,,,
5,Gift for my grandpa so he can do internet searches from his chair and play games. He loved it. It's simple to use and inexpensive,,,,,,,,,,,,,,,,,,,
5,I love my kindle fire it's is good for watching movies reading and anything you need a tablet for.,,,,,,,,,,,,,,,,,,,
4,"We get this after my son broke his Samsung tablet and I told was android operating system but wen the time to set it up came, takes me a little lounger to make a new account, password and paretal control for my kid but am happy that finally did it",,,,,,,,,,,,,,,,,,,
4,This was a replacement for an Amazon Fire tablet. This was a an up grade for my daughter who broke the screen on her old one. She absolutely loved her old one. She says the new one is even better.!!,,,,,,,,,,,,,,,,,,,
5,"I bought this kindle fire for my teenage son so he could use it at school and play games on the kindle, he loves it.",,,,,,,,,,,,,,,,,,,
4,You will not find another tablet like this with the affordable price.,,,,,,,,,,,,,,,,,,,
5,This tablet is small enough to pack but the screen is the perfect size for watching movies on the plane when traveling.,,,,,,,,,,,,,,,,,,,
4,"love the ease of use with tablet, have not had any issues",,,,,,,,,,,,,,,,,,,
5,I highly recommend kindles. I wouldn't own anything else. I love reading and this is the best device yet not only for reading. This has wifi capabilities. I would highly recommend this item.,,,,,,,,,,,,,,,,,,,
5,"I had Microsoft Surface, unfortunately daughter dropped and cracked screen so needed a new tablet. Since went back to laptop for work didn't need another Surface. Settled on 8"" Kindle HD over Samsung and IPad mini due to value. I only use for social networks, email, games, internet search, and occasional viewing of videos. This is a good basic tablet that can handle this no problem with a good wifi connection. Great value as I paid under $100 during the holidays and it has been as good as my Surface for these basic uses.",,,,,,,,,,,,,,,,,,,
5,I recently upgraded to this model of Kindle. Liked it so much I bought this one for my daughter. She loves it. It's much nicer than the older model she and I had.,,,,,,,,,,,,,,,,,,,
5,I had a very early generation Kindle that I loved. I was unwilling to update my Kindle because it was so great. The new one I got from my wife made it look like the old one was standing still. It's much faster and I love it.,,,,,,,,,,,,,,,,,,,
5,"I love this tablet because of its user friendly interface. It reminds me of a starter tablet for kids, without being too much of a dull product.",,,,,,,,,,,,,,,,,,,
4,Great product. I got this as a gift for a family member and she loves it.,,,,,,,,,,,,,,,,,,,
3,"Wry basic, but I guess, it's ok for the price. Bought for a 6 year old.",,,,,,,,,,,,,,,,,,,
3,Bought as gift for senior. Setup process could be easier.,,,,,,,,,,,,,,,,,,,
5,Nice handheld size. Clear text. Easy to read books on.,,,,,,,,,,,,,,,,,,,
5,"Bought this for my daughter to use in school, she loves it! Product works great! I also bought the older version for my mom and she lives it as well",,,,,,,,,,,,,,,,,,,
5,"I would like to say this is my best tablet I have ever buy till now. I will rate it more then iPad Mini. Its best with battery, wifi, touchscreen, sound etc. I had other tablet for my kids earlier, but after having fire hd8, I will not recommend or like to go for any other brand in future. You can't get such good quality product in such less price. I am really very happy on my right decision to choose fire hd8 for my family and kids.",,,,,,,,,,,,,,,,,,,
4,This is a good product for your money. It's basic it does the job.,,,,,,,,,,,,,,,,,,,
5,Love the access to films. Easy to read and work with. A Little like an Android. I am used to IPhone apps but this works great once you understand it.,,,,,,,,,,,,,,,,,,,
5,"Broke the screen on our 2nd gen fire so this is it's replacement. Easy setup, Much faster than older one. Just the right size for games, email, social media.",,,,,,,,,,,,,,,,,,,
3,"This is decent reader and Netflix device. Lots of bugs and gotchas when trying to use - icons going off screen, random locking, random performance hits while doing the same task. Returned. Buying an iPad mini 2. The build quality is just not there.",,,,,,,,,,,,,,,,,,,
5,Great and informative service. The guy who helped us was very friendly.,,,,,,,,,,,,,,,,,,,
5,"Love the Fire, the picture is good and really like the amazon link",,,,,,,,,,,,,,,,,,,
5,"I have an LG tablet but picked up this one for my Dad and after messing with it for a while it's very nice,. I think I like it more the my LG g pad!",,,,,,,,,,,,,,,,,,,
4,This is a great tablet. My family and I love it. Lots of feature and faster than I thought it would be.,,,,,,,,,,,,,,,,,,,
5,Better then the older models bigger and better then before,,,,,,,,,,,,,,,,,,,
5,I really enjoy my amazon. It is getting easyer to use and I am finding new apps every day.,,,,,,,,,,,,,,,,,,,
5,"This tablet is awesome...HD resolution, fast processor and affordable! Highly Recommended.",,,,,,,,,,,,,,,,,,,
5,Nice tablet. Very speedy. The only thing I don't like is that I can't add GooglePlay apps to it. At only $69.00 I guess that's to be expected.,,,,,,,,,,,,,,,,,,,
5,I use my kindle on a daily basis. It is a good size for reading in bed.,,,,,,,,,,,,,,,,,,,
4,"The kindle was great but too small for my vision impaired mother, it was a gift,",,,,,,,,,,,,,,,,,,,
5,"My son totally loves it! The size is just right, and it is pretty fast. I don't have any complaints about it.",,,,,,,,,,,,,,,,,,,
5,"On Christmas Eve I went in looking for an iPad as a gift. They were sold out and I was directed to the Amazon Fire HD8. The picture quality is amazing (hence the HD). I watched a movie on it and the picture was better than my HD tv. I have to say, I would buy this tablet over an iPad any day...AND it cost less than a fourth of the price!",,,,,,,,,,,,,,,,,,,
4,Decent tablet for the price. My kids love them!!!!,,,,,,,,,,,,,,,,,,,
5,I am extremely pleased. Fast. Efficient. Reliable.,,,,,,,,,,,,,,,,,,,
5,Purchased to watch movies. Quality is great. Sound from tablet needs work but earphone is usually used or at least recommended for personal use.,,,,,,,,,,,,,,,,,,,
5,My son loves his kindle fire. He uses it every day.,,,,,,,,,,,,,,,,,,,
5,"The Amazon Fire HD8 tablet is a high quality, inexpensive piece of technology that works great for anyone looking to purchase one that won't break the bank.",,,,,,,,,,,,,,,,,,,
4,"Once taking time to install google play store, It functioned as good as any other android tablet. The down side is camera which doesn't produce clear pictures.",,,,,,,,,,,,,,,,,,,
5,Bought for someone not tech savvy and he's done great,,,,,,,,,,,,,,,,,,,
